session_id,user_id,genre,timestamp,session_min,engagement_rate,game_completion,fps,lag_event
bec8fd51-e0c6-4395-b8b2-9356cac7bb11,USER_18251,Multiplayer,2025-04-20 17:08,27.9,0.876,0.443,68.5,False
6735e296-2746-4816-a97d-95fb2d361908,USER_37424,Multiplayer,2025-05-05 15:51,33.8,0.669,0.619,74.1,False
122694c3-ebf6-4822-abda-3f27a1c3400d,USER_26678,Adventure,2025-02-18 03:42,40.0,0.718,0.912,81.8,False
8cb641a7-da5d-41d8-827c-0c72a3de38e1,USER_28250,Simulation,2025-08-05 13:29,27.3,0.638,0.964,69.8,False
27472c65-62eb-491e-ba82-307d74f8d12f,USER_03551,Action,2025-02-01 12:46,26.0,0.776,0.764,71.9,False
c5e932d3-bf91-4c7a-98e8-0779f69bac8d,USER_22237,Action,2025-05-08 06:12,32.0,0.952,0.621,69.8,False
18259086-c9b8-425a-8c06-6add169130f9,USER_35147,Multiplayer,2025-03-13 13:11,35.0,0.848,0.758,78.1,False
10b89286-5d2e-4fb7-935a-cb7fd0c2a6a2,USER_18255,Multiplayer,2025-05-08 02:28,42.8,0.753,0.662,69.7,False
d8b12f45-969d-4411-b430-8d4f169a05c2,USER_36067,Action,2025-01-26 20:34,59.5,0.941,0.784,97.3,False
b9ec9b72-e6d0-4850-967b-9f935a9a0e00,USER_00968,Action,2025-05-02 05:26,20.0,0.817,0.459,55.2,False
b577cf52-cb32-4f59-a4d7-141c14d0b61e,USER_31827,Multiplayer,2025-04-20 12:57,30.0,0.835,0.754,78.9,False
95fb3708-bf3d-45ea-aa8d-db6f83defee1,USER_03843,Adventure,2025-07-14 00:24,98.5,0.748,0.648,82.0,False
9da83770-0ac1-49d3-a987-a810d2685a24,USER_17381,Multiplayer,2025-05-27 13:44,38.0,0.883,0.441,73.1,False
f636f683-cb7b-428d-b156-781b6fe3c7b5,USER_36423,Multiplayer,2025-03-21 06:18,67.5,0.818,0.576,80.1,False
1f3f2ec7-be54-49fe-bf50-264226183a98,USER_14268,Action,2025-10-24 23:34,139.1,0.753,0.817,72.2,False
62ec7507-be13-4c79-9097-8808c347bd67,USER_03995,Simulation,2025-01-30 01:37,67.7,0.89,0.606,68.8,False
5de3085a-9464-4ee8-b758-311cb7a66f89,USER_31247,Adventure,2025-01-30 16:05,24.0,0.351,0.813,89.3,False
ebaa7e9a-138e-42d4-bb93-61699a3db961,USER_12179,Action,2025-11-01 02:43,60.0,0.729,0.247,67.1,False
027fea70-ebf2-4f46-9e67-07bddb7d5b11,USER_15415,Multiplayer,2025-03-03 18:15,42.0,0.623,0.681,81.8,False
ec474e64-f576-425c-8a12-4b2d6f9c6d2b,USER_37941,Action,2025-11-14 02:26,14.0,0.663,0.483,53.4,False
7bdc8b26-eb18-48b4-b889-58510618872d,USER_38252,Simulation,2025-05-14 06:42,43.5,0.652,0.303,75.5,False
41daa941-6f93-403e-9d3c-db19cf41edd2,USER_20591,Adventure,2025-05-16 12:08,49.4,0.41,0.321,53.7,False
8c172065-943c-44f0-b2a9-5394355704b3,USER_19661,Multiplayer,2025-06-11 02:00,24.8,0.935,0.414,85.2,False
26e3d7db-007e-4a00-8fae-982ed1c4f077,USER_30035,Action,2025-02-07 17:13,64.1,0.653,0.673,73.2,False
bc324d1e-8119-4cd4-b91c-17f6e5837cda,USER_33154,Simulation,2025-03-09 11:56,50.3,0.91,0.654,65.0,False
97cff6fd-1260-486d-9fcc-4c42382f6f01,USER_04509,Adventure,2025-07-09 09:10,34.4,0.681,0.256,57.6,False
e01a4780-6651-4af8-8e0a-7a954b472be3,USER_28717,Simulation,2025-11-10 20:33,72.7,0.819,0.817,80.9,False
64f13def-6fe9-41e2-b86e-fd42d7417806,USER_00513,Simulation,2025-12-06 03:56,45.1,0.953,0.752,79.2,False
38a9e006-f58d-4104-a5f5-80e974dee90d,USER_08801,Simulation,2025-03-01 03:47,100.5,0.977,0.401,69.2,False
baff5168-4751-4f6b-8aac-4f3ec9037f1f,USER_36257,Adventure,2025-05-20 09:38,32.9,0.419,0.28,72.6,False
460af753-285d-437e-ae06-87e32472127c,USER_13804,Simulation,2025-04-15 21:40,60.6,0.266,0.631,89.2,False
923c592c-cbbf-43f6-98ae-059f5dbd4784,USER_17301,Multiplayer,2025-05-09 01:05,63.7,0.877,0.87,73.2,False
6c9e4285-b9c4-4a70-ad4a-29ddbacf7a05,USER_27760,Simulation,2025-01-23 00:21,67.2,0.708,0.625,76.7,False
01acdf46-93bc-47bf-b369-d35dbe92de8c,USER_08574,Simulation,2025-03-24 23:28,26.0,0.705,0.823,79.0,False
0e36f161-1cae-4995-a570-406f2dca5e47,USER_36155,Multiplayer,2025-10-15 00:07,26.5,0.866,0.444,63.1,False
7378066d-1b7e-42b8-8c17-82a73bf3b242,USER_04932,Adventure,2025-10-07 01:53,46.6,0.694,0.428,77.5,False
b0f152d7-f138-4cce-823d-db4421fe6355,USER_24197,Adventure,2025-08-09 04:02,19.3,0.673,0.753,68.9,False
98826cc9-6e12-4805-a168-b42df2ee5f70,USER_20203,Simulation,2025-01-21 11:13,43.9,0.908,0.724,68.4,False
c4aa3c6f-79f5-4beb-9ce4-23dfb545143d,USER_16354,Action,2025-07-01 17:56,141.9,0.691,0.768,70.8,False
18f6f1c5-0553-488e-a663-8bca4738f255,USER_26633,Adventure,2025-05-02 05:51,32.5,0.88,0.44,72.0,False
974a9dff-b0d2-4af4-904d-b2e93567b3b2,USER_11604,Multiplayer,2025-01-13 05:47,145.3,0.892,0.551,77.7,False
19756367-1598-4fe0-9ad9-db4ff548f1bd,USER_21771,Multiplayer,2025-12-09 23:51,40.9,0.563,0.422,66.5,False
54a15e8a-6102-4e90-a6a3-bcf6753dd53d,USER_16264,Simulation,2025-03-23 22:06,10.0,0.775,0.661,72.1,False
b035861e-e2ce-4794-ac05-2f231c003fef,USER_25071,Action,2025-08-29 07:12,67.4,0.676,0.807,68.3,False
43c50e44-5e01-4ff7-bad8-d7b3742b377f,USER_30167,Simulation,2025-06-06 07:14,55.1,0.776,0.552,92.3,False
457b8a6d-02e8-41b5-b3a2-c48cb6e479fe,USER_01551,Adventure,2025-07-24 10:17,50.6,0.733,0.425,78.3,False
e783c757-5d4f-4fac-b20a-a354add1d5b2,USER_04550,Simulation,2025-06-29 20:32,37.3,0.62,0.53,78.0,False
9321fbd7-987f-41a0-84b5-2fe5052d17de,USER_26194,Simulation,2025-01-15 03:56,97.8,0.822,0.51,77.0,False
5bfb53b8-d5cc-4b5a-8a73-0f2411d0cc75,USER_17119,Adventure,2025-10-25 08:02,33.7,0.505,0.713,82.2,False
efbb8507-ee59-49e4-9358-5a29c9facb82,USER_07105,Multiplayer,2025-06-26 23:50,40.3,0.814,0.766,77.7,False
0409b4b7-dfd4-4318-a95c-260f7826889a,USER_20558,Multiplayer,2025-11-07 16:07,56.2,0.755,0.561,78.0,False
0b49331f-7fb7-4149-8379-245cb42270d1,USER_25245,Adventure,2025-05-11 01:45,30.6,0.7,0.351,71.4,False
eaedf4d8-d31e-4670-82b6-d8ce78fae792,USER_28578,Action,2025-09-24 17:43,13.3,0.483,0.526,94.2,False
35ce5db0-1f92-4ac0-9340-341c65fc062c,USER_12913,Simulation,2025-08-09 02:42,44.2,0.575,0.525,67.0,False
8ba00ac8-c9e7-4a87-bb1f-6eb8c821b616,USER_21640,Simulation,2025-12-06 03:46,38.8,0.808,0.652,89.5,False
ab56ec39-e7c9-457b-8c8e-bca5b32aae25,USER_19682,Simulation,2025-12-08 13:20,53.5,0.711,0.52,88.9,False
ad988089-6d29-405a-b685-68f05676acb7,USER_26372,Simulation,2025-10-11 04:12,49.4,0.792,0.762,67.5,False
4be8e134-2637-46b8-874c-b6d5e9907ad9,USER_27555,Multiplayer,2025-12-13 23:57,65.1,0.574,0.749,65.2,False
36813639-1e2c-4e14-ae1a-d952783165ba,USER_11406,Simulation,2025-07-27 17:53,21.5,0.645,0.74,81.4,False
0c3a5ef3-bc54-440d-a42d-da5b8c89558d,USER_00027,Simulation,2025-05-27 06:27,48.9,0.932,0.767,74.8,False
e7111962-4ca3-4abf-ad59-7fdaad7d1312,USER_38010,Simulation,2025-08-27 14:28,80.3,0.851,0.914,81.5,False
c3b60351-0dbe-4337-bc55-d6f66a7f7c2a,USER_14006,Multiplayer,2025-03-28 21:05,24.0,0.906,0.477,83.0,False
da224f7b-6bed-4bd8-8fb1-29660c93bdef,USER_18599,Simulation,2025-02-17 07:43,34.9,0.698,0.649,84.7,False
80519a34-ad33-4115-a101-c0cdff04b196,USER_20344,Adventure,2025-04-12 04:01,42.7,0.624,0.682,80.9,False
629ff944-7ff1-404b-8180-ad386a3cc84f,USER_03029,Adventure,2025-09-01 19:54,42.9,0.969,0.679,68.0,False
869ca759-cacf-4f47-9f8c-32c4d3b2ce4d,USER_04773,Multiplayer,2025-08-01 20:36,54.7,0.584,0.753,82.0,False
d8426f88-af6b-481b-ab08-ffd963ccc6b9,USER_12743,Multiplayer,2025-09-11 12:15,57.3,0.734,0.517,66.4,False
08fdfcc1-ad0f-44ed-9ea3-b00656b29040,USER_09672,Action,2025-02-24 13:14,62.4,0.419,0.76,73.0,False
572b2c6a-d082-4fde-a209-483853698475,USER_11527,Multiplayer,2025-01-26 17:15,72.4,0.944,0.42,64.8,False
fbcf03a2-9397-438d-a0cf-1eed05ade91a,USER_07954,Multiplayer,2025-03-10 14:42,19.7,0.454,0.571,69.5,False
6f573f44-fa1f-4d7d-bdc6-32af93b56e1a,USER_34809,Simulation,2025-08-15 19:52,137.9,0.867,0.743,80.4,False
9caf48d2-a9c5-4306-9765-3e40c8c70598,USER_33082,Multiplayer,2025-10-08 14:57,59.6,0.696,0.537,67.1,False
1d5cb044-f1b0-4972-a1d6-ff2cc4a0ffe0,USER_10431,Multiplayer,2025-08-19 08:48,25.7,0.593,0.386,67.2,False
53c80411-1505-4ab0-a622-7d2f8db87464,USER_16204,Simulation,2025-09-24 15:40,58.9,0.851,0.767,76.0,False
7ba70c8b-ce5e-4665-a5aa-1f77a963156c,USER_15680,Simulation,2025-08-14 02:45,58.7,0.771,0.252,81.0,False
bce32e4a-5b91-4391-8c3e-6c876e01b7b3,USER_18726,Adventure,2025-05-20 10:20,31.5,0.882,0.767,80.1,False
046c0559-0c45-4947-a951-d80b8b642bde,USER_35400,Action,2025-03-12 04:14,55.0,0.777,0.465,77.5,False
8b428aae-c730-4263-986c-fe965d51d924,USER_25103,Adventure,2025-12-28 06:04,44.7,0.887,0.592,79.6,False
146336d5-ffc7-49d8-9730-7e2e7b39f332,USER_27189,Multiplayer,2025-06-19 17:29,100.9,0.772,0.726,68.9,False
86c11208-fdd5-4f79-ad05-6689c61b9f83,USER_27249,Action,2025-04-16 13:24,45.5,0.611,0.423,88.4,False
aa9c29bd-bc90-4158-bfe1-20b840159613,USER_38279,Action,2025-10-22 12:30,55.1,0.722,0.806,87.7,False
52532c61-2c0a-434d-993c-36ffbe0f1363,USER_00387,Simulation,2025-06-02 12:54,38.3,0.946,0.564,81.2,False
8a5660e1-75cb-49f1-8df5-778455bfe4e4,USER_27461,Adventure,2025-09-07 07:17,30.7,0.771,0.734,64.4,False
0b803b71-281d-4c66-94f9-9b60b12711c1,USER_28563,Multiplayer,2025-01-15 12:21,17.8,0.526,0.459,75.0,False
08edb9f5-b672-4191-bec2-1d06aba16049,USER_26498,Adventure,2025-08-28 04:39,35.9,0.814,0.693,69.0,False
f55f89c0-b9a5-453e-9d7d-f717b04fd48f,USER_35005,Action,2025-07-21 18:36,45.3,0.802,0.361,72.6,False
4034f1d1-fb01-4815-8f7c-d53a63588e69,USER_01777,Action,2025-11-26 13:08,12.6,0.854,0.608,79.2,False
6417fbb5-b4c8-4038-b85e-c3154e33f227,USER_30258,Adventure,2025-01-26 08:24,46.2,0.51,0.696,78.3,False
e3f10aef-9e99-40ee-b10b-b9f0308a4a4c,USER_21454,Adventure,2025-08-21 10:21,31.7,0.747,0.69,72.6,False
1b8a8bca-5235-4419-a719-21882326d22b,USER_24847,Simulation,2025-08-04 08:53,48.4,0.939,0.842,73.3,False
ce2ef395-156d-43d1-8181-92c153ceeb9c,USER_05368,Multiplayer,2025-01-10 23:34,34.7,0.573,0.78,54.3,False
0378d7a7-2e83-45f0-9ac9-56a731489dc7,USER_03414,Simulation,2025-04-25 20:04,34.0,0.907,0.799,74.7,False
8a11e6e5-3a35-4061-b714-0d12500ffc28,USER_02639,Action,2025-05-07 06:53,14.1,0.516,0.711,83.3,False
34735df8-43ab-43f9-a034-8ce56e923d4b,USER_01336,Adventure,2025-05-03 04:30,62.7,0.747,0.689,81.4,False
393765da-7569-4c24-8054-984aecbe67e3,USER_07497,Adventure,2025-08-27 22:16,24.6,0.499,0.702,76.5,False
0a9c8cf3-6309-4a70-8a75-a8a3751d8770,USER_24176,Adventure,2025-11-07 19:47,22.8,0.574,0.708,69.3,False
113d8614-1403-4a24-b677-ee8214a3f794,USER_07507,Adventure,2025-06-09 03:37,60.6,0.88,0.543,92.3,False
e2b32757-9d78-4947-999f-934eced2c45e,USER_01683,Simulation,2025-10-22 21:58,32.4,0.653,0.866,77.9,False
bb035e1e-2800-4b8d-9bcb-294ef11976cb,USER_24597,Multiplayer,2025-04-12 02:37,33.2,0.837,0.652,77.4,False
5444203b-4787-45af-8642-fca041f790e8,USER_15916,Action,2025-12-23 09:54,51.1,0.906,0.629,78.2,False
7233f8f9-bdba-4aaf-93b0-6c0f652eb9c5,USER_39349,Action,2025-10-17 01:22,32.3,0.639,0.451,89.5,False
3337f1bf-df91-4818-acf3-cbb2ab5875e5,USER_34914,Multiplayer,2025-12-05 11:04,61.1,0.675,0.611,73.3,False
e96ac8b4-91ca-4ddc-8aa3-865d4833a53c,USER_33159,Simulation,2025-01-07 13:52,29.2,0.633,0.422,63.4,False
dd8f91e1-1f9d-47f2-8b91-38fcb975c553,USER_32126,Action,2025-08-10 11:40,25.7,0.851,0.862,63.7,False
57f04990-9b3e-42d7-8a1d-e57bfa969e4f,USER_30130,Adventure,2025-08-11 05:46,18.5,0.415,0.275,89.9,False
95653ea9-edf7-4d6a-ae0a-d80eaf340554,USER_34194,Simulation,2025-11-12 17:49,114.8,0.765,0.461,80.6,False
c8f26bb6-c0f3-4f95-b27e-a94f1e982150,USER_31687,Multiplayer,2025-08-12 23:37,72.1,0.572,0.838,76.5,False
df55597a-d7f1-4805-9af0-26d7c3caaa33,USER_17590,Simulation,2025-05-06 02:17,59.6,0.948,0.776,71.1,False
1397d559-34d4-4c7e-a6af-7949b3abf8cb,USER_29544,Adventure,2025-08-26 18:39,25.5,0.841,0.357,70.7,False
a7ea4145-01b2-49a4-b241-705eb1b557f1,USER_24838,Simulation,2025-01-15 15:54,44.1,0.779,0.661,70.4,False
e02062a3-ce73-4c13-b6f2-96b9adcb35bd,USER_21301,Adventure,2025-09-07 06:22,27.4,0.732,0.482,72.8,False
5260c0ea-aa84-4034-aa6b-53a49664d705,USER_16932,Simulation,2025-05-24 19:44,13.3,0.8,0.661,70.2,False
050b16a1-6651-474b-b5cf-74609fd04a59,USER_18106,Action,2025-09-22 06:05,25.7,0.752,0.737,68.5,False
a7c51cdc-b8ce-4d3a-b3f6-d70bed82c116,USER_15818,Multiplayer,2025-09-08 17:48,26.9,0.816,0.664,68.4,False
cccd22b4-41e1-4909-ae94-83ef029050e8,USER_15750,Multiplayer,2025-11-27 22:31,35.7,0.821,0.818,86.0,False
9c8d3657-f715-40d9-b705-94dcc4a6ad83,USER_29372,Action,2025-02-17 09:14,32.4,0.52,0.601,79.1,False
9ad5c721-642c-43e9-a408-48f1dc1c9131,USER_26503,Adventure,2025-06-06 21:37,43.4,0.739,0.884,84.2,False
7c65a8a3-6963-46c1-8e01-d576b3c90c5c,USER_24185,Multiplayer,2025-10-11 16:22,47.3,0.57,0.668,73.5,False
f057ee08-dc0c-414f-9070-b61b356127c7,USER_27886,Simulation,2025-06-30 22:29,73.1,0.853,0.734,78.4,False
bf66b690-cef5-48bc-8cc4-fa8c976aaf4c,USER_17755,Simulation,2025-05-09 07:07,45.2,0.827,0.798,73.0,False
f39829e0-b6ca-4c09-a0d0-b8ac92b103ff,USER_12622,Simulation,2025-03-03 23:34,109.6,0.763,0.572,85.5,False
9f7acd42-54e6-4db9-97c4-045496970eaf,USER_12134,Adventure,2025-04-21 23:30,86.4,0.776,0.263,68.3,False
3eada04e-95c8-4a37-a7dd-2d2db5e55419,USER_18121,Simulation,2025-02-21 06:18,33.7,0.5,0.463,71.5,False
61b21563-9b06-4fd0-a708-ee904d7f8812,USER_14909,Simulation,2025-04-02 09:00,28.5,0.634,0.561,79.2,False
c50de68d-769c-4f32-bef8-051c089fa144,USER_35006,Adventure,2025-05-21 01:03,88.9,0.925,0.482,76.4,False
e4e20f81-b172-4b75-a556-a425d3100365,USER_36265,Simulation,2025-12-24 04:40,61.4,0.81,0.894,56.8,False
30c84f2e-ba1e-4e2b-bd8e-5368174dec81,USER_32171,Action,2025-01-07 18:18,50.7,0.838,0.528,71.5,False
ea44dd1a-fee4-4521-b1ff-b83f9d5da3ca,USER_30763,Multiplayer,2025-08-14 10:11,64.7,0.701,0.526,69.8,False
4c0b23fb-e814-4f6a-9981-71b0d108ecaf,USER_03368,Simulation,2025-09-02 03:52,17.4,0.886,0.375,88.7,False
4b03eee9-8471-4c63-857c-cd97774961de,USER_04283,Multiplayer,2025-09-09 02:36,42.4,0.748,0.695,75.3,False
711b2f01-3531-4bd9-a580-e51f10a0b6b5,USER_03514,Adventure,2025-03-18 18:19,51.0,0.792,0.805,60.4,False
f22e3ea5-12b9-4b5b-a5bd-aab5e1e161df,USER_05583,Adventure,2025-03-02 17:48,41.7,0.685,0.874,75.2,False
faac6d12-110e-411d-951b-f3a2018d3fc5,USER_27275,Adventure,2025-09-25 12:28,55.3,0.777,0.852,64.4,False
7f40cfa1-82ce-457e-b058-ff70b414156b,USER_29015,Simulation,2025-10-29 13:19,36.1,0.749,0.503,69.6,False
18c32d75-78ab-441f-ab8e-abdc93abbb5a,USER_37266,Action,2025-11-09 23:06,76.9,0.707,0.761,74.9,False
c8793308-4ce6-48a5-9e5a-e4fda6f1c804,USER_13618,Adventure,2025-05-16 21:05,76.6,0.833,0.738,71.1,False
9c6ead03-d3ea-4997-abd2-20924af657df,USER_10293,Adventure,2025-03-30 17:04,48.1,0.77,0.456,79.1,False
b2d997f6-5330-4181-9a18-c955c9c689ff,USER_10259,Action,2025-07-29 14:44,41.1,0.714,0.555,65.9,False
e1b57632-6189-40a4-bacf-631c0f9eaab0,USER_38917,Multiplayer,2025-05-30 01:14,47.2,0.798,0.559,81.8,False
cdb4a4a5-24c8-4128-bfcb-ec0aa5b472b4,USER_18882,Simulation,2025-12-26 14:04,85.1,0.695,0.7,77.3,False
3ec99fd3-047a-4b5a-8832-1c4773209214,USER_15298,Simulation,2025-11-17 18:42,50.9,0.645,0.913,73.0,False
4ad80a95-63e6-4db8-8961-9c9bcd8e8261,USER_12965,Multiplayer,2025-02-28 17:14,24.4,0.758,0.301,82.7,False
6eb79df2-bcd1-4e56-8ec0-13ab59d63920,USER_09765,Simulation,2025-03-14 02:03,100.3,0.76,0.478,74.2,False
5e2f96af-c8e5-49bd-9d79-c5addc9ec20a,USER_10874,Simulation,2025-11-01 23:52,54.9,0.734,0.452,80.6,False
e1cd785b-5ee2-4229-8848-ba0ca85dead9,USER_37304,Simulation,2025-08-13 03:29,37.8,0.803,0.561,76.5,False
516a6636-8e7f-42e2-9b47-6e2cf45ef30f,USER_19929,Multiplayer,2025-05-20 16:34,24.8,0.837,0.648,59.2,False
efd24399-b441-4eb2-85eb-c06ef3097134,USER_32362,Multiplayer,2025-02-11 19:02,65.0,0.635,0.454,90.7,False
0779873b-cd83-4da9-91d8-3497ae3d27fd,USER_28314,Simulation,2025-11-06 08:01,35.4,0.731,0.439,77.2,False
e2e8aad1-ac62-42bf-8d92-04b285af36f9,USER_05986,Adventure,2025-12-12 18:37,37.7,0.855,0.679,63.4,False
b2538a45-a309-43ee-8422-fa3740f4f022,USER_01360,Simulation,2025-10-23 01:48,29.3,0.891,0.856,79.2,False
25cf7436-d76b-4798-86dd-1c37267e4f1a,USER_11482,Multiplayer,2025-09-23 20:28,61.7,0.799,0.461,73.9,False
a7c848d4-f63a-4a7c-8f38-6dc7219a564d,USER_18230,Adventure,2025-10-27 13:40,73.8,0.873,0.818,67.2,False
3097ea0e-9194-4d24-8168-6c4be4eee949,USER_32226,Action,2025-08-29 11:26,22.4,0.585,0.662,79.1,False
7bdabec8-df28-4425-87b5-5ea20b1f5aae,USER_21844,Simulation,2025-12-10 03:54,63.9,0.869,0.635,73.7,False
a39865db-3493-4edf-831a-a07722e59c1c,USER_10540,Simulation,2025-07-30 22:31,30.8,0.739,0.353,73.6,False
8ae2c043-d34a-4d29-9fd6-17e0eb02d839,USER_18889,Multiplayer,2025-10-09 01:29,46.6,0.854,0.794,72.9,False
7d0c192a-5222-4807-b7a9-4498e2f626f2,USER_05772,Simulation,2025-05-10 10:07,16.4,0.933,0.887,92.5,False
6c8cd5c2-c4a1-417e-9827-55a99141560d,USER_26489,Action,2025-12-03 17:29,23.4,0.689,0.646,78.1,False
0fd5842f-0e8e-4958-a869-a63b108cfd06,USER_27083,Action,2025-04-07 16:23,34.7,0.955,0.553,70.0,True
5a691a57-953c-4cb1-b1b4-9a099e424a6b,USER_32670,Multiplayer,2025-01-27 06:17,45.0,0.926,0.381,71.2,False
3f6efc33-5071-4f8d-8335-425cfec089e9,USER_35994,Adventure,2025-05-28 14:56,69.2,0.766,0.69,87.6,False
5facdf18-4933-445c-9244-05bc9cad0395,USER_31767,Action,2025-01-15 20:38,23.0,0.895,0.363,73.9,False
